gs_long2,pct,condition2,cell,BioID
Phaf1,69,Turbo3_A,Astrocyte,Turbo3
Pdia6,46,Turbo3_A,Astrocyte,Turbo3
Pde2a,80,Turbo3_A,Astrocyte,Turbo3
Prpf3,86,Turbo3_A,Astrocyte,Turbo3
Plrg1,28,Turbo3_A,Astrocyte,Turbo3
Prmt7,22,Turbo3_A,Astrocyte,Turbo3
Ubxn1,40,Turbo3_A,Astrocyte,Turbo3
Ggact,10,Turbo3_A,Astrocyte,Turbo3
Dbr1,6,Turbo3_A,Astrocyte,Turbo3
Blvrb,54,Turbo3_A,Astrocyte,Turbo3
Wbp11,50,Turbo3_A,Astrocyte,Turbo3
Polr2h,15,Turbo3_A,Astrocyte,Turbo3
Csmd1,42,Turbo3_A,Astrocyte,Turbo3
Ppp1r16a,28,Turbo3_A,Astrocyte,Turbo3
Camk2g,68,Turbo3_A,Astrocyte,Turbo3
Tom1l1,NA,Turbo3_A,Astrocyte,Turbo3
Tgs1,9,Turbo3_A,Astrocyte,Turbo3
Gprc5b,85,Turbo3_A,Astrocyte,Turbo3
Cic,NA,Turbo3_A,Astrocyte,Turbo3
Xpo5,21,Turbo3_A,Astrocyte,Turbo3
Med15,18,Turbo3_A,Astrocyte,Turbo3
Mta3,29,Turbo3_A,Astrocyte,Turbo3
Letmd1,52,Turbo3_A,Astrocyte,Turbo3
Mpi,77,Turbo3_A,Astrocyte,Turbo3
Slc12a6,74,Turbo3_A,Astrocyte,Turbo3
Spred2,36,Turbo3_A,Astrocyte,Turbo3
Spred1,30,Turbo3_A,Astrocyte,Turbo3
Mrps2,52,Turbo3_A,Astrocyte,Turbo3
Rnf31,43,Turbo3_A,Astrocyte,Turbo3
Trim66,9,Turbo3_A,Astrocyte,Turbo3
Lrp8,14,Turbo3_A,Astrocyte,Turbo3
Xpo6,19,Turbo3_A,Astrocyte,Turbo3
Sntg2,2,Turbo3_A,Astrocyte,Turbo3
Ppp2r2d,63,Turbo3_A,Astrocyte,Turbo3
Atad3,47,Turbo3_A,Astrocyte,Turbo3
Sfxn5,85,Turbo3_A,Astrocyte,Turbo3
Sfxn4,51,Turbo3_A,Astrocyte,Turbo3
Grip1,75,Turbo3_A,Astrocyte,Turbo3
Taldo1,75,Turbo3_A,Astrocyte,Turbo3
Rnf112,25,Turbo3_A,Astrocyte,Turbo3
Hnrnpab,67,Turbo3_A,Astrocyte,Turbo3
Myo5a,92,Turbo3_A,Astrocyte,Turbo3
Cacna1d,4,Turbo3_A,Astrocyte,Turbo3
Sec14l2,77,Turbo3_A,Astrocyte,Turbo3
Wdr77,49,Turbo3_A,Astrocyte,Turbo3
Mrm1,23,Turbo3_A,Astrocyte,Turbo3
Ophn1,39,Turbo3_A,Astrocyte,Turbo3
Mlycd,41,Turbo3_A,Astrocyte,Turbo3
Nrbp1,37,Turbo3_A,Astrocyte,Turbo3
Dhrs7b,52,Turbo3_A,Astrocyte,Turbo3
Derl1,32,Turbo3_A,Astrocyte,Turbo3
Nans,38,Turbo3_A,Astrocyte,Turbo3
Def8,8,Turbo3_A,Astrocyte,Turbo3
Atg5,6,Turbo3_A,Astrocyte,Turbo3
Nptxr,47,Turbo3_A,Astrocyte,Turbo3
Cdk9,13,Turbo3_A,Astrocyte,Turbo3
Mpst,83,Turbo3_A,Astrocyte,Turbo3
Pacsin3,10,Turbo3_A,Astrocyte,Turbo3
Mvd,47,Turbo3_A,Astrocyte,Turbo3
Psip1,68,Turbo3_A,Astrocyte,Turbo3
Gpr37l1,86,Turbo3_A,Astrocyte,Turbo3
Clstn3,20,Turbo3_A,Astrocyte,Turbo3
Psmd6,74,Turbo3_A,Astrocyte,Turbo3
Rap1b,92,Turbo3_A,Astrocyte,Turbo3
Klhl22,25,Turbo3_A,Astrocyte,Turbo3
Map4k3,71,Turbo3_A,Astrocyte,Turbo3
Homer3,10,Turbo3_A,Astrocyte,Turbo3
Ggt7,64,Turbo3_A,Astrocyte,Turbo3
Sfxn1,85,Turbo3_A,Astrocyte,Turbo3
Tlcd1,29,Turbo3_A,Astrocyte,Turbo3
Lims1,59,Turbo3_A,Astrocyte,Turbo3
Gorasp2,71,Turbo3_A,Astrocyte,Turbo3
Eif3m,46,Turbo3_A,Astrocyte,Turbo3
Nxf1,51,Turbo3_A,Astrocyte,Turbo3
Hadhb,77,Turbo3_A,Astrocyte,Turbo3
Gimap4,2,Turbo3_A,Astrocyte,Turbo3
Plpp3,87,Turbo3_A,Astrocyte,Turbo3
Actr3,91,Turbo3_A,Astrocyte,Turbo3
Pdxdc1,78,Turbo3_A,Astrocyte,Turbo3
Nlgn1,62,Turbo3_A,Astrocyte,Turbo3
Ufsp2,24,Turbo3_A,Astrocyte,Turbo3
Arfgap2,63,Turbo3_A,Astrocyte,Turbo3
Usp11,38,Turbo3_A,Astrocyte,Turbo3
Nono,89,Turbo3_A,Astrocyte,Turbo3
Pls3,43,Turbo3_A,Astrocyte,Turbo3
Aass,11,Turbo3_A,Astrocyte,Turbo3
Rragc,50,Turbo3_A,Astrocyte,Turbo3
Smox,49,Turbo3_A,Astrocyte,Turbo3
Psat1,89,Turbo3_A,Astrocyte,Turbo3
Tab2,29,Turbo3_A,Astrocyte,Turbo3
Rtf2,10,Turbo3_A,Astrocyte,Turbo3
C4orf19,16,Turbo3_A,Astrocyte,Turbo3
Hagh,66,Turbo3_A,Astrocyte,Turbo3
Vwa5a,91,Turbo3_A,Astrocyte,Turbo3
Unc45a,22,Turbo3_A,Astrocyte,Turbo3
Me2,33,Turbo3_A,Astrocyte,Turbo3
Dok4,39,Turbo3_A,Astrocyte,Turbo3
Tmed9,44,Turbo3_A,Astrocyte,Turbo3
Rbm10,52,Turbo3_A,Astrocyte,Turbo3
Stk24,55,Turbo3_A,Astrocyte,Turbo3
Aco2,100,Turbo3_A,Astrocyte,Turbo3
Dctn2,91,Turbo3_A,Astrocyte,Turbo3
Cmas,86,Turbo3_A,Astrocyte,Turbo3
Dpp3,43,Turbo3_A,Astrocyte,Turbo3
Rab28,50,Turbo3_A,Astrocyte,Turbo3
Clint1,89,Turbo3_A,Astrocyte,Turbo3
Cryl1,14,Turbo3_A,Astrocyte,Turbo3
Prpf19,85,Turbo3_A,Astrocyte,Turbo3
Nampt,72,Turbo3_A,Astrocyte,Turbo3
Rnf34,2,Turbo3_A,Astrocyte,Turbo3
Ppif,22,Turbo3_A,Astrocyte,Turbo3
Vmp1,66,Turbo3_A,Astrocyte,Turbo3
Itfg1,9,Turbo3_A,Astrocyte,Turbo3
Mlf2,55,Turbo3_A,Astrocyte,Turbo3
Gak,88,Turbo3_A,Astrocyte,Turbo3
Dhrs1,75,Turbo3_A,Astrocyte,Turbo3
Hibadh,40,Turbo3_A,Astrocyte,Turbo3
Cds2,83,Turbo3_A,Astrocyte,Turbo3
Eif2s2,70,Turbo3_A,Astrocyte,Turbo3
St13,62,Turbo3_A,Astrocyte,Turbo3
Elp5,31,Turbo3_A,Astrocyte,Turbo3
Sntb1,41,Turbo3_A,Astrocyte,Turbo3
Dhrs4,65,Turbo3_A,Astrocyte,Turbo3
Mat2b,59,Turbo3_A,Astrocyte,Turbo3
Sardh,42,Turbo3_A,Astrocyte,Turbo3
Cstf1,50,Turbo3_A,Astrocyte,Turbo3
Ndufa10,78,Turbo3_A,Astrocyte,Turbo3
Etfa,69,Turbo3_A,Astrocyte,Turbo3
Eif2b1,89,Turbo3_A,Astrocyte,Turbo3
Pex6,22,Turbo3_A,Astrocyte,Turbo3
Gps1,56,Turbo3_A,Astrocyte,Turbo3
Eif2b2,14,Turbo3_A,Astrocyte,Turbo3
Abcf2,67,Turbo3_A,Astrocyte,Turbo3
Rtcb,77,Turbo3_A,Astrocyte,Turbo3
Usp16,8,Turbo3_A,Astrocyte,Turbo3
Tmem51,42,Turbo3_A,Astrocyte,Turbo3
Tnpo2,58,Turbo3_A,Astrocyte,Turbo3
Ttc5,77,Turbo3_A,Astrocyte,Turbo3
Ptdss1,59,Turbo3_A,Astrocyte,Turbo3
Sh3bp5l,30,Turbo3_A,Astrocyte,Turbo3
Clcc1,50,Turbo3_A,Astrocyte,Turbo3
Hgs,72,Turbo3_A,Astrocyte,Turbo3
Cttnbp2nl,90,Turbo3_A,Astrocyte,Turbo3
Fuca1,21,Turbo3_A,Astrocyte,Turbo3
Rcbtb2,22,Turbo3_A,Astrocyte,Turbo3
Grpel1,19,Turbo3_A,Astrocyte,Turbo3
Abhd12,81,Turbo3_A,Astrocyte,Turbo3
Psph,32,Turbo3_A,Astrocyte,Turbo3
Chmp1b1,27,Turbo3_A,Astrocyte,Turbo3
Park7,81,Turbo3_A,Astrocyte,Turbo3
Ndufs5,23,Turbo3_A,Astrocyte,Turbo3
Marchf2,5,Turbo3_A,Astrocyte,Turbo3
Hspa14,27,Turbo3_A,Astrocyte,Turbo3
Nck1,81,Turbo3_A,Astrocyte,Turbo3
Epdr1,67,Turbo3_A,Astrocyte,Turbo3
Ptprt,70,Turbo3_A,Astrocyte,Turbo3
Dnaja3,1,Turbo3_A,Astrocyte,Turbo3
Rnf141,22,Turbo3_A,Astrocyte,Turbo3
Nasp,44,Turbo3_A,Astrocyte,Turbo3
Wdr6,41,Turbo3_A,Astrocyte,Turbo3
Erc1,66,Turbo3_A,Astrocyte,Turbo3
Ddx50,14,Turbo3_A,Astrocyte,Turbo3
Grk2,84,Turbo3_A,Astrocyte,Turbo3
Pccb,93,Turbo3_A,Astrocyte,Turbo3
Actl6b,43,Turbo3_A,Astrocyte,Turbo3
Gigyf1,33,Turbo3_A,Astrocyte,Turbo3
Slc12a9,25,Turbo3_A,Astrocyte,Turbo3
Srrt,20,Turbo3_A,Astrocyte,Turbo3
Mccc1,100,Turbo3_A,Astrocyte,Turbo3
Tpgs1,13,Turbo3_A,Astrocyte,Turbo3
Msh4,NA,Turbo3_A,Astrocyte,Turbo3
Adar,58,Turbo3_A,Astrocyte,Turbo3
Tmem121b,35,Turbo3_A,Astrocyte,Turbo3
Cyp4f3,NA,Turbo3_A,Astrocyte,Turbo3
Cadm3,75,Turbo3_A,Astrocyte,Turbo3
Raf1,49,Turbo3_A,Astrocyte,Turbo3
Mrpl43,22,Turbo3_A,Astrocyte,Turbo3
Mrpl27,24,Turbo3_A,Astrocyte,Turbo3
Mrpl16,4,Turbo3_A,Astrocyte,Turbo3
Mrpl9,39,Turbo3_A,Astrocyte,Turbo3
Mrpl3,44,Turbo3_A,Astrocyte,Turbo3
Acss1,55,Turbo3_A,Astrocyte,Turbo3
Sf3b1,88,Turbo3_A,Astrocyte,Turbo3
Rims1,85,Turbo3_A,Astrocyte,Turbo3
Nsmf,52,Turbo3_A,Astrocyte,Turbo3
Cep41,22,Turbo3_A,Astrocyte,Turbo3
Ankrd17,46,Turbo3_A,Astrocyte,Turbo3
Pard3,25,Turbo3_A,Astrocyte,Turbo3
Cntnap4,68,Turbo3_A,Astrocyte,Turbo3
Rab27b,27,Turbo3_A,Astrocyte,Turbo3
Slc29a3,13,Turbo3_A,Astrocyte,Turbo3
Rtn4,97,Turbo3_A,Astrocyte,Turbo3
Nup155,7,Turbo3_A,Astrocyte,Turbo3
Slc24a3,24,Turbo3_A,Astrocyte,Turbo3
Cdh23,1,Turbo3_A,Astrocyte,Turbo3
Ogfr,10,Turbo3_A,Astrocyte,Turbo3
Lrrc4,29,Turbo3_A,Astrocyte,Turbo3
Lpin2,79,Turbo3_A,Astrocyte,Turbo3
Ntm,86,Turbo3_A,Astrocyte,Turbo3
Rrbp1,93,Turbo3_A,Astrocyte,Turbo3
Ubxn6,59,Turbo3_A,Astrocyte,Turbo3
Scd3,16,Turbo3_A,Astrocyte,Turbo3
Uck2,10,Turbo3_A,Astrocyte,Turbo3
Arhgdia,91,Turbo3_A,Astrocyte,Turbo3
Acsbg1,96,Turbo3_A,Astrocyte,Turbo3
Dhx30,67,Turbo3_A,Astrocyte,Turbo3
Prpf8,69,Turbo3_A,Astrocyte,Turbo3
Bcl11b,8,Turbo3_A,Astrocyte,Turbo3
KRT23,41,Turbo3_A,Astrocyte,Turbo3
Ndufa5,53,Turbo3_A,Astrocyte,Turbo3
Cox6c,64,Turbo3_A,Astrocyte,Turbo3
Atp5mg,52,Turbo3_A,Astrocyte,Turbo3
Rpl17,79,Turbo3_A,Astrocyte,Turbo3
Mrpl15,29,Turbo3_A,Astrocyte,Turbo3
Hint3,57,Turbo3_A,Astrocyte,Turbo3
Nanp,24,Turbo3_A,Astrocyte,Turbo3
Glo1,95,Turbo3_A,Astrocyte,Turbo3
Mgst3,86,Turbo3_A,Astrocyte,Turbo3
Glod4,88,Turbo3_A,Astrocyte,Turbo3
P2ry12,56,Turbo3_A,Astrocyte,Turbo3
Cntnap2,86,Turbo3_A,Astrocyte,Turbo3
Arpc5,63,Turbo3_A,Astrocyte,Turbo3
Atg3,77,Turbo3_A,Astrocyte,Turbo3
Mrps16,43,Turbo3_A,Astrocyte,Turbo3
Uqcr11,30,Turbo3_A,Astrocyte,Turbo3
Lap3,63,Turbo3_A,Astrocyte,Turbo3
Dmac1,54,Turbo3_A,Astrocyte,Turbo3
Mrpl24,7,Turbo3_A,Astrocyte,Turbo3
Chmp3,30,Turbo3_A,Astrocyte,Turbo3
Lamtor1,35,Turbo3_A,Astrocyte,Turbo3
Stambp,81,Turbo3_A,Astrocyte,Turbo3
Nudcd2,52,Turbo3_A,Astrocyte,Turbo3
Ncbp2,21,Turbo3_A,Astrocyte,Turbo3
Ndufc2,17,Turbo3_A,Astrocyte,Turbo3
Pgls,58,Turbo3_A,Astrocyte,Turbo3
Decr1,74,Turbo3_A,Astrocyte,Turbo3
Mtap,54,Turbo3_A,Astrocyte,Turbo3
Uqcrq,54,Turbo3_A,Astrocyte,Turbo3
Ndufa2,61,Turbo3_A,Astrocyte,Turbo3
Vps25,14,Turbo3_A,Astrocyte,Turbo3
Fis1,49,Turbo3_A,Astrocyte,Turbo3
Trappc5,50,Turbo3_A,Astrocyte,Turbo3
Sdhb,80,Turbo3_A,Astrocyte,Turbo3
Cisd2,48,Turbo3_A,Astrocyte,Turbo3
Bzw1,49,Turbo3_A,Astrocyte,Turbo3
Ndufb4,51,Turbo3_A,Astrocyte,Turbo3
Sar1b,74,Turbo3_A,Astrocyte,Turbo3
Rab5a,74,Turbo3_A,Astrocyte,Turbo3
Nipsnap3b,40,Turbo3_A,Astrocyte,Turbo3
Mrps17,42,Turbo3_A,Astrocyte,Turbo3
Ergic3,43,Turbo3_A,Astrocyte,Turbo3
RTRAF,25,Turbo3_A,Astrocyte,Turbo3
Mrpl11,10,Turbo3_A,Astrocyte,Turbo3
Nudt21,57,Turbo3_A,Astrocyte,Turbo3
Mrpl57,22,Turbo3_A,Astrocyte,Turbo3
Pcyox1,71,Turbo3_A,Astrocyte,Turbo3
Tmem100,45,Turbo3_A,Astrocyte,Turbo3
Ndufb5,47,Turbo3_A,Astrocyte,Turbo3
Btf3l4,15,Turbo3_A,Astrocyte,Turbo3
Gmfb,89,Turbo3_A,Astrocyte,Turbo3
Iftap,16,Turbo3_A,Astrocyte,Turbo3
Cotl1,81,Turbo3_A,Astrocyte,Turbo3
Snrpb2,15,Turbo3_A,Astrocyte,Turbo3
Rnf2,6,Turbo3_A,Astrocyte,Turbo3
Denr,61,Turbo3_A,Astrocyte,Turbo3
Ndufb9,74,Turbo3_A,Astrocyte,Turbo3
Rwdd1,3,Turbo3_A,Astrocyte,Turbo3
Txndc17,13,Turbo3_A,Astrocyte,Turbo3
Glrx3,68,Turbo3_A,Astrocyte,Turbo3
Trap1,82,Turbo3_A,Astrocyte,Turbo3
Atp5pb,85,Turbo3_A,Astrocyte,Turbo3
Rps21,45,Turbo3_A,Astrocyte,Turbo3
Acot13,51,Turbo3_A,Astrocyte,Turbo3
Slc25a46,84,Turbo3_A,Astrocyte,Turbo3
Sec61b,36,Turbo3_A,Astrocyte,Turbo3
Mri1,60,Turbo3_A,Astrocyte,Turbo3
Txndc12,1,Turbo3_A,Astrocyte,Turbo3
Rer1,40,Turbo3_A,Astrocyte,Turbo3
Zwint,34,Turbo3_A,Astrocyte,Turbo3
Retreg3,12,Turbo3_A,Astrocyte,Turbo3
Ywhab,94,Turbo3_A,Astrocyte,Turbo3
Ykt6,85,Turbo3_A,Astrocyte,Turbo3
Arl8b,91,Turbo3_A,Astrocyte,Turbo3
Cyb5b,57,Turbo3_A,Astrocyte,Turbo3
Cldnd1,24,Turbo3_A,Astrocyte,Turbo3
Ndufa6,42,Turbo3_A,Astrocyte,Turbo3
Psmd9,15,Turbo3_A,Astrocyte,Turbo3
Ufc1,49,Turbo3_A,Astrocyte,Turbo3
Ppid,74,Turbo3_A,Astrocyte,Turbo3
Vta1,64,Turbo3_A,Astrocyte,Turbo3
Ccdc43,68,Turbo3_A,Astrocyte,Turbo3
Ppdpf,NA,Turbo3_A,Astrocyte,Turbo3
Wdr45b,43,Turbo3_A,Astrocyte,Turbo3
Atp6v1g1,37,Turbo3_A,Astrocyte,Turbo3
Nkiras2,NA,Turbo3_A,Astrocyte,Turbo3
Rpl14,66,Turbo3_A,Astrocyte,Turbo3
Golt1b,19,Turbo3_A,Astrocyte,Turbo3
Slc25a11,95,Turbo3_A,Astrocyte,Turbo3
Tmem33,75,Turbo3_A,Astrocyte,Turbo3
Uqcrfs1,86,Turbo3_A,Astrocyte,Turbo3
Carhsp1,52,Turbo3_A,Astrocyte,Turbo3
Necap1,88,Turbo3_A,Astrocyte,Turbo3
Golph3,31,Turbo3_A,Astrocyte,Turbo3
Dmac2l,13,Turbo3_A,Astrocyte,Turbo3
Fgfr1op2,6,Turbo3_A,Astrocyte,Turbo3
Nhp2,17,Turbo3_A,Astrocyte,Turbo3
Tppp3,75,Turbo3_A,Astrocyte,Turbo3
Mtfp1,53,Turbo3_A,Astrocyte,Turbo3
Lrrc40,53,Turbo3_A,Astrocyte,Turbo3
Ociad1,NA,Turbo3_A,Astrocyte,Turbo3
Xpot,26,Turbo3_A,Astrocyte,Turbo3
Gdpd1,68,Turbo3_A,Astrocyte,Turbo3
Prps2,30,Turbo3_A,Astrocyte,Turbo3
Filip1,2,Turbo3_A,Astrocyte,Turbo3
Nrxn1,88,Turbo3_A,Astrocyte,Turbo3
Pard3b,56,Turbo3_A,Astrocyte,Turbo3
Dis3,60,Turbo3_A,Astrocyte,Turbo3
Snw1,18,Turbo3_A,Astrocyte,Turbo3
Ranbp3,58,Turbo3_A,Astrocyte,Turbo3
Micu3,56,Turbo3_A,Astrocyte,Turbo3
Smc1a,21,Turbo3_A,Astrocyte,Turbo3
Zmym2,11,Turbo3_A,Astrocyte,Turbo3
Smurf1,48,Turbo3_A,Astrocyte,Turbo3
Arpc2,96,Turbo3_A,Astrocyte,Turbo3
Spata45,2,Turbo3_A,Astrocyte,Turbo3
Smc3,16,Turbo3_A,Astrocyte,Turbo3
Ppp1r3g,82,Turbo3_A,Astrocyte,Turbo3
Raver1,24,Turbo3_A,Astrocyte,Turbo3
Golga1,20,Turbo3_A,Astrocyte,Turbo3
Nubpl,16,Turbo3_A,Astrocyte,Turbo3
Mtfr1l,75,Turbo3_A,Astrocyte,Turbo3
Tubb2b,97,Turbo3_A,Astrocyte,Turbo3
Bbs2,26,Turbo3_A,Astrocyte,Turbo3
Atic,67,Turbo3_A,Astrocyte,Turbo3
Snx2,85,Turbo3_A,Astrocyte,Turbo3
Arhgef25,11,Turbo3_A,Astrocyte,Turbo3
Smyd3,4,Turbo3_A,Astrocyte,Turbo3
Ddah1,80,Turbo3_A,Astrocyte,Turbo3
Rnf135,7,Turbo3_A,Astrocyte,Turbo3
Ints11,14,Turbo3_A,Astrocyte,Turbo3
Uqcc1,43,Turbo3_A,Astrocyte,Turbo3
Nup37,23,Turbo3_A,Astrocyte,Turbo3
Ndufaf1,21,Turbo3_A,Astrocyte,Turbo3
Rpusd4,4,Turbo3_A,Astrocyte,Turbo3
Napg,78,Turbo3_A,Astrocyte,Turbo3
Ist1,86,Turbo3_A,Astrocyte,Turbo3
Sugt1,83,Turbo3_A,Astrocyte,Turbo3
Psmd8,63,Turbo3_A,Astrocyte,Turbo3
Cygb,1,Turbo3_A,Astrocyte,Turbo3
Hnrnpa0,72,Turbo3_A,Astrocyte,Turbo3
Tbc1d15,60,Turbo3_A,Astrocyte,Turbo3
Coq5,8,Turbo3_A,Astrocyte,Turbo3
Abcb8,47,Turbo3_A,Astrocyte,Turbo3
Rbm33,13,Turbo3_A,Astrocyte,Turbo3
Exo5,37,Turbo3_A,Astrocyte,Turbo3
Dhrs7,55,Turbo3_A,Astrocyte,Turbo3
Cenpv,78,Turbo3_A,Astrocyte,Turbo3
Pmpcb,57,Turbo3_A,Astrocyte,Turbo3
Sdhd,61,Turbo3_A,Astrocyte,Turbo3
Dcun1d5,7,Turbo3_A,Astrocyte,Turbo3
Cacybp,84,Turbo3_A,Astrocyte,Turbo3
Rpl11,88,Turbo3_A,Astrocyte,Turbo3
Cuedc2,26,Turbo3_A,Astrocyte,Turbo3
Ilf2,38,Turbo3_A,Astrocyte,Turbo3
Pigk,49,Turbo3_A,Astrocyte,Turbo3
Snx7,17,Turbo3_A,Astrocyte,Turbo3
Tecr,88,Turbo3_A,Astrocyte,Turbo3
Serbp1,79,Turbo3_A,Astrocyte,Turbo3
Blvra,80,Turbo3_A,Astrocyte,Turbo3
Gar1,13,Turbo3_A,Astrocyte,Turbo3
Ssu72,12,Turbo3_A,Astrocyte,Turbo3
Trim13,3,Turbo3_A,Astrocyte,Turbo3
Prxl2a,58,Turbo3_A,Astrocyte,Turbo3
Glipr2,2,Turbo3_A,Astrocyte,Turbo3
Spcs2,63,Turbo3_A,Astrocyte,Turbo3
Sesn3,7,Turbo3_A,Astrocyte,Turbo3
Pgm3,60,Turbo3_A,Astrocyte,Turbo3
Cap2,90,Turbo3_A,Astrocyte,Turbo3
Dph7,16,Turbo3_A,Astrocyte,Turbo3
Tpd52l2,82,Turbo3_A,Astrocyte,Turbo3
Cops7a,22,Turbo3_A,Astrocyte,Turbo3
Uqcrc1,94,Turbo3_A,Astrocyte,Turbo3
Snf8,36,Turbo3_A,Astrocyte,Turbo3
Ola1,66,Turbo3_A,Astrocyte,Turbo3
Naxd,63,Turbo3_A,Astrocyte,Turbo3
Nsfl1c,69,Turbo3_A,Astrocyte,Turbo3
Cep97,37,Turbo3_A,Astrocyte,Turbo3
Srfbp1,17,Turbo3_A,Astrocyte,Turbo3
Zcrb1,15,Turbo3_A,Astrocyte,Turbo3
Nde1,16,Turbo3_A,Astrocyte,Turbo3
Sdhc,79,Turbo3_A,Astrocyte,Turbo3
Thumpd2,26,Turbo3_A,Astrocyte,Turbo3
Scrn1,71,Turbo3_A,Astrocyte,Turbo3
Gars1,80,Turbo3_A,Astrocyte,Turbo3
Psmg3,32,Turbo3_A,Astrocyte,Turbo3
Hspa12b,50,Turbo3_A,Astrocyte,Turbo3
Rpl15,61,Turbo3_A,Astrocyte,Turbo3
Shisa9,70,Turbo3_A,Astrocyte,Turbo3
Bcs1l,47,Turbo3_A,Astrocyte,Turbo3
Cdc37l1,64,Turbo3_A,Astrocyte,Turbo3
Tomm40l,31,Turbo3_A,Astrocyte,Turbo3
Tsfm,14,Turbo3_A,Astrocyte,Turbo3
Aldh1b1,72,Turbo3_A,Astrocyte,Turbo3
Polr3e,10,Turbo3_A,Astrocyte,Turbo3
Rab3b,77,Turbo3_A,Astrocyte,Turbo3
Cs,96,Turbo3_A,Astrocyte,Turbo3
Acsl3,76,Turbo3_A,Astrocyte,Turbo3
Tomm70,82,Turbo3_A,Astrocyte,Turbo3
Elp3,44,Turbo3_A,Astrocyte,Turbo3
Emc4,24,Turbo3_A,Astrocyte,Turbo3
Ube2v1,65,Turbo3_A,Astrocyte,Turbo3
Lipt2,17,Turbo3_A,Astrocyte,Turbo3
Nt5c3a,5,Turbo3_A,Astrocyte,Turbo3
Mpc2,86,Turbo3_A,Astrocyte,Turbo3
Ccdc47,37,Turbo3_A,Astrocyte,Turbo3
Nkain1,3,Turbo3_A,Astrocyte,Turbo3
Pdhb,96,Turbo3_A,Astrocyte,Turbo3
Acbd6,48,Turbo3_A,Astrocyte,Turbo3
Mdm1,7,Turbo3_A,Astrocyte,Turbo3
Mms19,70,Turbo3_A,Astrocyte,Turbo3
Mgrn1,29,Turbo3_A,Astrocyte,Turbo3
Arpin,75,Turbo3_A,Astrocyte,Turbo3
Mtpap,31,Turbo3_A,Astrocyte,Turbo3
Hnrnpm,96,Turbo3_A,Astrocyte,Turbo3
Lysmd1,38,Turbo3_A,Astrocyte,Turbo3
Lman1,31,Turbo3_A,Astrocyte,Turbo3
Pgm1,75,Turbo3_A,Astrocyte,Turbo3
Mrps30,59,Turbo3_A,Astrocyte,Turbo3
Stx17,35,Turbo3_A,Astrocyte,Turbo3
Rars1,84,Turbo3_A,Astrocyte,Turbo3
Arl2,48,Turbo3_A,Astrocyte,Turbo3
Ptms,14,Turbo3_A,Astrocyte,Turbo3
Oxct1,95,Turbo3_A,Astrocyte,Turbo3
Adck1,53,Turbo3_A,Astrocyte,Turbo3
Armc10,26,Turbo3_A,Astrocyte,Turbo3
Rnmt,73,Turbo3_A,Astrocyte,Turbo3
Prpsap1,57,Turbo3_A,Astrocyte,Turbo3
Cyc1,84,Turbo3_A,Astrocyte,Turbo3
Dynll2,93,Turbo3_A,Astrocyte,Turbo3
Mrpl45,53,Turbo3_A,Astrocyte,Turbo3
Tars1,82,Turbo3_A,Astrocyte,Turbo3
Lsm12,52,Turbo3_A,Astrocyte,Turbo3
Hint2,36,Turbo3_A,Astrocyte,Turbo3
Snu13,28,Turbo3_A,Astrocyte,Turbo3
Ebag9,13,Turbo3_A,Astrocyte,Turbo3
Ppil1,41,Turbo3_A,Astrocyte,Turbo3
Dnlz,13,Turbo3_A,Astrocyte,Turbo3
Ints12,10,Turbo3_A,Astrocyte,Turbo3
Gatd3,93,Turbo3_A,Astrocyte,Turbo3
Cndp2,72,Turbo3_A,Astrocyte,Turbo3
Tmed10,55,Turbo3_A,Astrocyte,Turbo3
Tbcb,84,Turbo3_A,Astrocyte,Turbo3
Agpat5,47,Turbo3_A,Astrocyte,Turbo3
Rab1b,83,Turbo3_A,Astrocyte,Turbo3
Lrrc57,49,Turbo3_A,Astrocyte,Turbo3
Get4,29,Turbo3_A,Astrocyte,Turbo3
Mrpl53,27,Turbo3_A,Astrocyte,Turbo3
Mcee,49,Turbo3_A,Astrocyte,Turbo3
Mrpl14,40,Turbo3_A,Astrocyte,Turbo3
Necap2,72,Turbo3_A,Astrocyte,Turbo3
Sarnp,NA,Turbo3_A,Astrocyte,Turbo3
Adissp,63,Turbo3_A,Astrocyte,Turbo3
Sec13,44,Turbo3_A,Astrocyte,Turbo3
Eef1e1,17,Turbo3_A,Astrocyte,Turbo3
Mrpl21,39,Turbo3_A,Astrocyte,Turbo3
Mrpl13,51,Turbo3_A,Astrocyte,Turbo3
Chordc1,86,Turbo3_A,Astrocyte,Turbo3
Erp44,36,Turbo3_A,Astrocyte,Turbo3
Tmem126b,34,Turbo3_A,Astrocyte,Turbo3
Kti12,8,Turbo3_A,Astrocyte,Turbo3
Rpl34,74,Turbo3_A,Astrocyte,Turbo3
Lingo1,78,Turbo3_A,Astrocyte,Turbo3
Nol3,3,Turbo3_A,Astrocyte,Turbo3
Mmab,10,Turbo3_A,Astrocyte,Turbo3
Trappc6b,39,Turbo3_A,Astrocyte,Turbo3
Dlst,80,Turbo3_A,Astrocyte,Turbo3
Ube2v2,84,Turbo3_A,Astrocyte,Turbo3
Dtna,98,Turbo3_A,Astrocyte,Turbo3
Vps33a,45,Turbo3_A,Astrocyte,Turbo3
Mobp,26,Turbo3_A,Astrocyte,Turbo3
Aacs,82,Turbo3_A,Astrocyte,Turbo3
