GeneSymbol,FC,pval,BioID,cell
Bcr,-2.334534,0.0003744111,NL2,Astrocyte
Prmt8,1.634859,0.01255609,NL2,Astrocyte
Dennd5a,-1.107967,0.6026746,NL2,Astrocyte
Prkab2,-1.893477,0.2499099,NL2,Astrocyte
Gapvd1,-3.324772,0.01133859,NL2,Astrocyte
Ptpn23,-2.415012,0.01333668,NL2,Astrocyte
Mff,-7.896131,0.005847676,NL2,Astrocyte
Ppp2r5a,-7.891875,0.001769479,NL2,Astrocyte
Trak1,1.140848,0.8441798,NL2,Astrocyte
Smarcc2,-6.206132,0.03195908,NL2,Astrocyte
Phldb1,-1.133456,0.6373598,NL2,Astrocyte
Ecpas,-1.553494,0.3164563,NL2,Astrocyte
Mindy2,-2.147889,0.1676875,NL2,Astrocyte
Dync1li2,-4.073504,0.00926387,NL2,Astrocyte
Chd4,-1.079929,0.6610635,NL2,Astrocyte
Ado,1.675828,0.09797231,NL2,Astrocyte
Ctif,-2.030606,0.1283809,NL2,Astrocyte
Gramd2b,-1.484005,0.3206756,NL2,Astrocyte
Wipf2,-2.5971,0.1424671,NL2,Astrocyte
Pik3c3,-3.226343,0.09086737,NL2,Astrocyte
Dlgap3,1.743567,0.05562994,NL2,Astrocyte
Nup98,-1.620356,0.309716,NL2,Astrocyte
Dhx29,-1.341429,0.4397417,NL2,Astrocyte
Exoc8,-1.260734,0.1310882,NL2,Astrocyte
Washc2,-3.075757,0.004656822,NL2,Astrocyte
Dclk2,-1.374856,0.0600708,NL2,Astrocyte
Rab35,1.447496,0.2265007,NL2,Astrocyte
Camk2d,-1.931569,0.05421642,NL2,Astrocyte
Atp1a3,2.276031,0.02765442,NL2,Astrocyte
Atp1a2,2.208817,0.0002747093,NL2,Astrocyte
Nudcd1,1.182813,0.7754993,NL2,Astrocyte
FJL45252,1.267346,0.1287974,NL2,Astrocyte
Muc19,2.704395,0.009560602,NL2,Astrocyte
Atp2b4,1.256254,0.003186456,NL2,Astrocyte
Rictor,-1.526542,0.04987352,NL2,Astrocyte
Gnas,1.508631,0.3794766,NL2,Astrocyte
Ppp1r9b,-5.254502,0.002886449,NL2,Astrocyte
Magi1,-2.134237,0.2571862,NL2,Astrocyte
Flrt1,1.932472,0.658642,NL2,Astrocyte
Vkorc1l1,-1.051036,0.4926369,NL2,Astrocyte
Myh14,2.216901,0.005075469,NL2,Astrocyte
Wdfy3,-1.308201,0.5464767,NL2,Astrocyte
Ntrk3,2.130663,0.06742303,NL2,Astrocyte
Npr2,-2.194288,0.2401445,NL2,Astrocyte
Dagla,-1.633724,0.002357048,NL2,Astrocyte
Kctd12,1.62937,0.0009863196,NL2,Astrocyte
Tacc1,-2.376593,0.1216499,NL2,Astrocyte
Gigyf2,-4.862412,0.01328279,NL2,Astrocyte
Sbf1,2.493501,0.002500016,NL2,Astrocyte
Tiam2,1.011672,0.9640682,NL2,Astrocyte
Tex2,-1.317069,0.1893307,NL2,Astrocyte
Ube2o,2.291897,0.04787652,NL2,Astrocyte
Pitpnm2,-1.285354,0.04643792,NL2,Astrocyte
Kdm3b,1.228882,0.4452999,NL2,Astrocyte
Cnot1,1.148765,0.5387034,NL2,Astrocyte
Efr3b,3.312363,0.003393069,NL2,Astrocyte
Cand1,2.426241,0.09927565,NL2,Astrocyte
Larp1,1.391909,0.04440492,NL2,Astrocyte
Arhgap26,1.088513,0.6378515,NL2,Astrocyte
Acap2,-3.459896,0.0005455733,NL2,Astrocyte
Rps9,2.109814,0.002210193,NL2,Astrocyte
Syne1,12.40778,0.005742724,NL2,Astrocyte
Rps27,2.093349,0.004983413,NL2,Astrocyte
Rpl10,1.570035,0.1965981,NL2,Astrocyte
Eif2s1,2.293218,0.02138265,NL2,Astrocyte
Rps27l,2.34119,0.09618043,NL2,Astrocyte
Synm,1.099522,0.7827867,NL2,Astrocyte
Tln2,-2.23009,0.000327685,NL2,Astrocyte
Cspg5,-1.877848,0.01271603,NL2,Astrocyte
Fpr,-21.81179,0.005172281,NL2,Astrocyte
Kyat3,-3.233292,0.09886337,NL2,Astrocyte
Mindy1,1.327809,0.2782932,NL2,Astrocyte
Ppp2r1a,2.702433,0.00281635,NL2,Astrocyte
Stambpl1,-1.460149,0.03413855,NL2,Astrocyte
Snd1,-2.284922,0.08936345,NL2,Astrocyte
Ostc,2.694752,0.002987045,NL2,Astrocyte
Nap1l4,-9.230247,6.972866e-05,NL2,Astrocyte
Mtch1,1.791329,0.002246359,NL2,Astrocyte
Mtch2,1.48912,0.0153151,NL2,Astrocyte
Picalm,-1.068169,0.6429812,NL2,Astrocyte
Asap2,2.461995,0.1480789,NL2,Astrocyte
Cyfip1,1.973468,0.002464458,NL2,Astrocyte
Plppr4,-1.064049,0.7066502,NL2,Astrocyte
Ndufa12,2.883805,0.01025347,NL2,Astrocyte
Syncrip,-2.964826,0.00452524,NL2,Astrocyte
Tubb2a,2.377333,0.002844645,NL2,Astrocyte
Wdr91,-1.815738,0.08333723,NL2,Astrocyte
Ciao3,-2.60354,0.1825497,NL2,Astrocyte
Smap2,-1.400729,0.03831835,NL2,Astrocyte
Cpeb4,3.852144,0.00345133,NL2,Astrocyte
Eml2,4.318616,0.0008269756,NL2,Astrocyte
Trim46,1.658392,0.05185726,NL2,Astrocyte
Arhgef4,-1.065428,0.6080708,NL2,Astrocyte
Micos10,2.276889,0.07699811,NL2,Astrocyte
Plppr3,1.541872,0.05070682,NL2,Astrocyte
Robo2,-1.091027,0.07371981,NL2,Astrocyte
Prrc2b,-4.96567,0.03427557,NL2,Astrocyte
Fsd1,1.823035,0.08545015,NL2,Astrocyte
Mtmr10,-1.076284,0.6557311,NL2,Astrocyte
Actn1,2.149908,0.002443998,NL2,Astrocyte
C2cd5,-1.133649,0.559194,NL2,Astrocyte
Lnpk,-12.81036,0.007656635,NL2,Astrocyte
Tppp,3.874411,0.0003420424,NL2,Astrocyte
Amph,-2.346882,0.02017364,NL2,Astrocyte
Plekha6,-5.478896,0.01048615,NL2,Astrocyte
Atxn2l,-2.237309,0.02925896,NL2,Astrocyte
Otub1,1.88016,0.09711902,NL2,Astrocyte
Abtb2,2.907335,0.0004235354,NL2,Astrocyte
Ccdc93,-4.105859,0.07763336,NL2,Astrocyte
Prrc2a,-3.062073,0.0001796204,NL2,Astrocyte
Phkb,-8.03204,0.004036535,NL2,Astrocyte
Ppp6r1,-3.235345,0.001677657,NL2,Astrocyte
Map6,-2.894822,0.07593577,NL2,Astrocyte
Lats2,-8.426206,0.05474349,NL2,Astrocyte
Pdpr,1.699243,0.0008271071,NL2,Astrocyte
Elp1,1.158193,0.9591701,NL2,Astrocyte
Cdc42bpb,1.069712,0.7246751,NL2,Astrocyte
Ahcyl1,1.125626,0.3657609,NL2,Astrocyte
Gabbr2,1.244499,0.4710328,NL2,Astrocyte
Lrrc7,-2.712862,0.0481336,NL2,Astrocyte
Erbin,-3.26921,0.0002221169,NL2,Astrocyte
Gramd1b,-1.038098,0.7602967,NL2,Astrocyte
Cadps,1.48937,0.03277146,NL2,Astrocyte
Kiaa1107,-1.97101,0.08694997,NL2,Astrocyte
Ppm1e,6.099849,0.005173713,NL2,Astrocyte
Adcy2,2.728112,0.003682737,NL2,Astrocyte
Phf24,3.878476,0.002212836,NL2,Astrocyte
Mon2,-2.125866,0.006494568,NL2,Astrocyte
Nisch,-3.317022,0.07897783,NL2,Astrocyte
Cyld,-1.111373,0.6545586,NL2,Astrocyte
Plekhm2,-5.765348,0.07103553,NL2,Astrocyte
Adgrl1,2.066573,0.008216879,NL2,Astrocyte
Adgrl3,1.245468,0.724543,NL2,Astrocyte
Clasp1,-1.953813,0.01725295,NL2,Astrocyte
Fnbp1,-1.281815,0.3493805,NL2,Astrocyte
Dnajc6,1.641904,0.02720215,NL2,Astrocyte
Daam2,-1.956363,0.07923853,NL2,Astrocyte
Snph,-2.801336,0.09085634,NL2,Astrocyte
Madd,-1.628198,0.03364004,NL2,Astrocyte
Clec16a,-1.162339,0.2744674,NL2,Astrocyte
Rimbp2,-4.597369,0.1031069,NL2,Astrocyte
Avl9,-1.395529,0.01297487,NL2,Astrocyte
Pum2,-7.285137,0.03027563,NL2,Astrocyte
Mfn2,1.482324,0.02659008,NL2,Astrocyte
Scrib,-1.790839,0.007504189,NL2,Astrocyte
Pum1,1.410612,0.2607758,NL2,Astrocyte
Usp8,-7.050765,0.01165219,NL2,Astrocyte
Nup214,-1.538262,0.2101539,NL2,Astrocyte
Plxna4,1.815202,0.01717415,NL2,Astrocyte
Septin9,-1.905821,0.03579018,NL2,Astrocyte
Rab3gap1,-2.574178,0.02387173,NL2,Astrocyte
Sestd1,1.767939,0.002367382,NL2,Astrocyte
Mogs,1.434187,0.04582249,NL2,Astrocyte
Dgkz,-1.185199,0.3010115,NL2,Astrocyte
Slc20a2,2.039112,0.003708509,NL2,Astrocyte
Ap4e1,-1.571075,0.2829633,NL2,Astrocyte
Camsap3,1.441444,0.2186883,NL2,Astrocyte
Trim56,1.212236,0.07904597,NL2,Astrocyte
Tdrkh,-3.301291,0.001531507,NL2,Astrocyte
Tecpr1,-1.241365,0.3193268,NL2,Astrocyte
Epn1,-1.75888,0.08532589,NL2,Astrocyte
Wipi2,1.363509,0.008779778,NL2,Astrocyte
Agfg2,1.924458,0.006589795,NL2,Astrocyte
Mtdh,-8.609369,0.001113736,NL2,Astrocyte
Vac14,-3.526434,0.1111387,NL2,Astrocyte
Ddrgk1,-2.718549,0.154568,NL2,Astrocyte
Ubap2l,-1.808283,0.0344315,NL2,Astrocyte
C2cd2l,-1.009222,0.8547363,NL2,Astrocyte
Usp6nl,-6.930527,0.01940241,NL2,Astrocyte
Eif4g3,-3.067129,0.02180057,NL2,Astrocyte
Pip4k2b,1.499019,0.06041735,NL2,Astrocyte
Atg2b,1.355155,0.5966075,NL2,Astrocyte
Bdh1,2.178415,0.01268991,NL2,Astrocyte
Tbc1d5,-3.117518,0.09383398,NL2,Astrocyte
Atp2c1,14.8484,0.07297979,NL2,Astrocyte
Samd4b,1.533973,0.2283934,NL2,Astrocyte
Nucks1,-3.284596,0.1708117,NL2,Astrocyte
Llgl1,-1.126316,0.2780013,NL2,Astrocyte
Prickle2,-8.374476,0.04148656,NL2,Astrocyte
Bsdc1,-1.344544,0.3739868,NL2,Astrocyte
Rbsn,1.078652,0.6231066,NL2,Astrocyte
Ddhd1,-4.036743,0.007685599,NL2,Astrocyte
Aatk,-2.798029,0.004499388,NL2,Astrocyte
Bcas1,-1.149395,0.4955773,NL2,Astrocyte
Safb2,-2.215181,0.02868178,NL2,Astrocyte
Negr1,2.620313,0.01028287,NL2,Astrocyte
Shank2,-6.967929,0.02318733,NL2,Astrocyte
Adgrb3,-1.239072,0.07885617,NL2,Astrocyte
Lrsam1,-1.857427,0.2770267,NL2,Astrocyte
Rap2a,1.578428,0.04472475,NL2,Astrocyte
Zer1,2.206456,0.9368056,NL2,Astrocyte
Them6,-1.283161,0.4158765,NL2,Astrocyte
Ddx42,-4.613478,0.03325843,NL2,Astrocyte
Ankfy1,-1.497287,0.004168928,NL2,Astrocyte
Slitrk5,-1.577877,0.3083766,NL2,Astrocyte
Slitrk2,-4.2943,0.0006226309,NL2,Astrocyte
Zfyve1,1.401675,0.2862228,NL2,Astrocyte
Nfasc,1.429136,0.01502021,NL2,Astrocyte
Nrcam,3.037187,0.002455432,NL2,Astrocyte
Dlg1,1.500266,0.008313274,NL2,Astrocyte
Mast4,-2.281697,0.09980893,NL2,Astrocyte
Arhgap32,-1.711695,0.03749975,NL2,Astrocyte
Srgap3,-3.718287,0.0270958,NL2,Astrocyte
Tufm,2.003952,0.0141464,NL2,Astrocyte
Rnf214,-3.183294,0.06976363,NL2,Astrocyte
Trim65,-6.564989,0.00438864,NL2,Astrocyte
Lpp,-1.325618,0.01637063,NL2,Astrocyte
Tnpo1,-3.747913,0.08154112,NL2,Astrocyte
Erlin2,1.611645,0.02961545,NL2,Astrocyte
Hnrnpa3,-2.966126,0.00464625,NL2,Astrocyte
Sv2b,2.136431,0.03530751,NL2,Astrocyte
Katnb1,-3.478391,0.0485728,NL2,Astrocyte
Rhot1,-1.617885,0.2990138,NL2,Astrocyte
Sh3bgrl2,-1.08189,0.4556111,NL2,Astrocyte
Cpt1c,1.46751,0.0771646,NL2,Astrocyte
Eif4b,-3.916511,0.0006336714,NL2,Astrocyte
Samm50,1.800302,0.002578739,NL2,Astrocyte
Vipas39,-5.462928,0.08140805,NL2,Astrocyte
Aars1,1.171011,0.1814711,NL2,Astrocyte
Arl15,-6.986804,0.01304412,NL2,Astrocyte
Epb41l5,-1.389714,0.3455711,NL2,Astrocyte
Cept1,2.443971,0.00588221,NL2,Astrocyte
Phyhipl,1.014896,0.9007168,NL2,Astrocyte
Timm29,2.546923,0.002166568,NL2,Astrocyte
Tm9sf4,-1.535039,0.319628,NL2,Astrocyte
Coro2b,-1.433237,0.01773054,NL2,Astrocyte
Wdr48,1.042774,0.9060945,NL2,Astrocyte
Tiprl,-2.49926,0.1196149,NL2,Astrocyte
Slc25a12,2.158805,0.004284019,NL2,Astrocyte
Dennd6a,-1.685535,0.1055811,NL2,Astrocyte
Atl1,2.148632,0.0322936,NL2,Astrocyte
Sephs1,-2.672403,0.2157904,NL2,Astrocyte
Rab39b,3.940932,0.006052195,NL2,Astrocyte
Dcakd,1.988847,0.004295112,NL2,Astrocyte
Pgs1,1.690209,0.08056566,NL2,Astrocyte
Tbc1d10b,-2.690873,0.09667849,NL2,Astrocyte
Elmo2,-2.341592,0.01017832,NL2,Astrocyte
Ganab,1.913943,0.01069305,NL2,Astrocyte
Oscp1,-1.045867,0.7759195,NL2,Astrocyte
Cyria,1.164432,0.622628,NL2,Astrocyte
Mal2,-2.23989,0.2262086,NL2,Astrocyte
Cdkn2aip,-3.12329,0.01462072,NL2,Astrocyte
Frmd4a,1.165851,0.4958614,NL2,Astrocyte
Iars2,1.36289,0.04350164,NL2,Astrocyte
Rufy1,2.193085,0.004397973,NL2,Astrocyte
Cstf2,-2.999967,0.0008052014,NL2,Astrocyte
Prune1,-1.265941,0.07208749,NL2,Astrocyte
Anks1b,2.681165,0.1750435,NL2,Astrocyte
Zc3h14,-3.140623,0.147741,NL2,Astrocyte
Dlgap2,-3.013359,0.05917467,NL2,Astrocyte
Chmp2b,-2.303592,0.09611933,NL2,Astrocyte
Zc2hc1a,-1.369848,0.3543401,NL2,Astrocyte
Eif2a,-2.737616,0.001441943,NL2,Astrocyte
Miga2,1.962489,0.07952302,NL2,Astrocyte
Tmem11,1.867409,0.01994008,NL2,Astrocyte
Ahsa1,1.163419,0.2954618,NL2,Astrocyte
Rcc2,-3.497546,0.1412819,NL2,Astrocyte
Ptk7,4.016967,0.0007628213,NL2,Astrocyte
Tnrc6b,-2.756575,0.004692241,NL2,Astrocyte
Baiap2,3.108307,0.2296891,NL2,Astrocyte
Usp54,-2.253853,0.02146028,NL2,Astrocyte
Ablim2,1.254576,0.3479067,NL2,Astrocyte
Eea1,-1.571593,0.1279818,NL2,Astrocyte
Slc17a6,2.626061,0.01414526,NL2,Astrocyte
Nceh1,1.712354,7.337449e-05,NL2,Astrocyte
Plcxd3,1.02807,0.5102859,NL2,Astrocyte
Lsamp,2.715138,0.02474858,NL2,Astrocyte
Rps6kc1,-3.857715,0.08957236,NL2,Astrocyte
Cadm2,1.282092,0.005001593,NL2,Astrocyte
Srp68,-2.960609,0.002544615,NL2,Astrocyte
Me3,1.664921,0.1872828,NL2,Astrocyte
Dlat,2.532309,0.0004061842,NL2,Astrocyte
Rab3gap2,-1.693132,0.004715869,NL2,Astrocyte
Gga3,-1.749962,0.3273492,NL2,Astrocyte
Lars1,-1.127252,0.1445859,NL2,Astrocyte
Qars1,-3.833641,8.631081e-05,NL2,Astrocyte
Acbd3,4.619088,0.1372117,NL2,Astrocyte
Hadha,1.485867,0.05535322,NL2,Astrocyte
Rassf2,-6.292424,0.03260875,NL2,Astrocyte
Ints6l,1.88284,0.03219043,NL2,Astrocyte
Armc6,-1.190544,0.3959127,NL2,Astrocyte
Kbtbd11,1.492316,0.01946711,NL2,Astrocyte
NARS1,1.612848,0.0668478,NL2,Astrocyte
Rpl24,-2.768957,0.0773319,NL2,Astrocyte
Rbfox2,-4.83829,0.02043683,NL2,Astrocyte
Mob1b,-6.871613,0.03453859,NL2,Astrocyte
Daam1,-1.866451,0.05672478,NL2,Astrocyte
Map4k5,2.770827,0.01382856,NL2,Astrocyte
Dmxl2,1.542339,0.003228649,NL2,Astrocyte
Rgs7bp,-3.438711,0.1535749,NL2,Astrocyte
Ralgapb,-1.781288,0.1766219,NL2,Astrocyte
Rimoc1,-5.694499,0.01109323,NL2,Astrocyte
Scfd1,-1.180224,0.42952,NL2,Astrocyte
Prkaa2,-1.021491,0.8158404,NL2,Astrocyte
Clasp2,-4.01144,0.0006568861,NL2,Astrocyte
Rmdn2,-7.013396,0.0235518,NL2,Astrocyte
Arf2,1.659978,0.05274654,NL2,Astrocyte
Ap3s2,-2.086896,0.2266757,NL2,Astrocyte
Cpne3,1.191319,0.4588331,NL2,Astrocyte
Tcp11l1,-2.791255,0.05221033,NL2,Astrocyte
Srrm2,-3.568456,0.1046824,NL2,Astrocyte
Flna,-2.45409,0.01876955,NL2,Astrocyte
Cpsf7,1.592324,0.02769683,NL2,Astrocyte
Hsdl1,1.63974,0.001485607,NL2,Astrocyte
Slc4a7,-3.304271,0.1289326,NL2,Astrocyte
Scfd2,-2.873411,0.02216437,NL2,Astrocyte
Iars1,3.064642,0.007777612,NL2,Astrocyte
Ilvbl,1.827905,0.3565377,NL2,Astrocyte
Hook3,-2.307985,0.03563595,NL2,Astrocyte
Slc24a2,1.655955,0.2380539,NL2,Astrocyte
Dock1,-1.90735,0.008763671,NL2,Astrocyte
Gphn,-2.476589,0.007237666,NL2,Astrocyte
Atp6v1h,5.187444,0.01900758,NL2,Astrocyte
Snx17,-1.211731,0.4732688,NL2,Astrocyte
Jakmip1,-1.393952,0.2326705,NL2,Astrocyte
Ppme1,-1.287939,0.002684782,NL2,Astrocyte
Lrch3,-3.31801,0.0001812259,NL2,Astrocyte
Nudt9,-1.865339,0.01317669,NL2,Astrocyte
Camk1d,2.17816,0.002910324,NL2,Astrocyte
Aldh5a1,1.869649,0.01134787,NL2,Astrocyte
KIAA1755,-2.37873,0.1968349,NL2,Astrocyte
Arrb1,2.320561,0.002338484,NL2,Astrocyte
Pithd1,1.14394,0.6297097,NL2,Astrocyte
Dip2a,-1.487663,0.01587364,NL2,Astrocyte
Larp4,-5.300232,0.0801057,NL2,Astrocyte
Pkn2,-2.826287,0.001041264,NL2,Astrocyte
Etf1,-6.193984,0.01472311,NL2,Astrocyte
Kank2,1.318304,0.1840223,NL2,Astrocyte
Pgam5,2.241019,0.01347857,NL2,Astrocyte
Vps13c,-1.284576,0.07545945,NL2,Astrocyte
Clptm1l,-1.835993,0.07786423,NL2,Astrocyte
Agap1,-4.347244,0.02306711,NL2,Astrocyte
Slc7a14,1.243968,0.459498,NL2,Astrocyte
Osbpl6,-1.136278,0.5367131,NL2,Astrocyte
Usp47,-7.22969,0.01157865,NL2,Astrocyte
Tbcd,-8.391025,0.06884823,NL2,Astrocyte
Tbc1d17,-2.111035,0.07180444,NL2,Astrocyte
Tnr,3.061196,0.0005341462,NL2,Astrocyte
Phactr3,-1.608937,0.3622652,NL2,Astrocyte
Ythdf3,1.191787,0.1789711,NL2,Astrocyte
Nlgn3,1.742857,0.03549671,NL2,Astrocyte
Itpk1,2.489468,0.03061394,NL2,Astrocyte
Lats1,-5.05068,0.103726,NL2,Astrocyte
Arap2,-1.752382,0.02119426,NL2,Astrocyte
Rint1,-3.688884,0.02424439,NL2,Astrocyte
Ston2,-1.920034,0.06654774,NL2,Astrocyte
Dnm3,1.270632,0.01936413,NL2,Astrocyte
Tigar,-3.830761,0.01378805,NL2,Astrocyte
Glmn,-2.119392,0.2164695,NL2,Astrocyte
Wwp1,2.808312,0.08327745,NL2,Astrocyte
Arhgef10,-1.710274,0.1139333,NL2,Astrocyte
Rps6ka5,-1.596732,0.01230764,NL2,Astrocyte
Camkk2,1.052117,0.7401075,NL2,Astrocyte
Strip1,-1.276989,0.1985942,NL2,Astrocyte
Zhx2,-2.008998,0.2576021,NL2,Astrocyte
Farsa,-1.290494,0.4125107,NL2,Astrocyte
Arhgap12,-1.875121,0.01097468,NL2,Astrocyte
Efl1,-4.282752,0.05121213,NL2,Astrocyte
Vps26b,6.646884,0.0009945755,NL2,Astrocyte
Agps,5.248893,0.001306988,NL2,Astrocyte
Sowahc,-2.002578,0.05967173,NL2,Astrocyte
Wdr59,-2.473838,0.1462283,NL2,Astrocyte
Asrgl1,-2.253706,0.001038463,NL2,Astrocyte
Coro2a,1.031869,0.795548,NL2,Astrocyte
Zhx3,-2.63549,0.06044152,NL2,Astrocyte
Sipa1l1,1.008292,0.8875198,NL2,Astrocyte
Lnpep,-3.326771,0.000255128,NL2,Astrocyte
Cpne1,1.633807,0.03528495,NL2,Astrocyte
Prepl,1.854961,0.2301996,NL2,Astrocyte
Thop1,1.71212,0.4272407,NL2,Astrocyte
Camsap2,-1.758611,0.02163215,NL2,Astrocyte
Septin11,1.525221,0.001782541,NL2,Astrocyte
Bbs4,6.582376,0.007610193,NL2,Astrocyte
Washc5,1.951417,0.4666972,NL2,Astrocyte
Rbm14,-2.563248,0.002984836,NL2,Astrocyte
Fam120c,-1.333006,0.114614,NL2,Astrocyte
C1orf198,-1.135813,0.5079685,NL2,Astrocyte
Gpr158,1.765353,0.005938639,NL2,Astrocyte
Eri3,2.006596,0.03298965,NL2,Astrocyte
Nadk2,-3.965152,0.02607498,NL2,Astrocyte
Clmn,-3.281057,0.001524809,NL2,Astrocyte
Tbcel,1.562319,0.1347765,NL2,Astrocyte
Vps52,1.883526,0.01723441,NL2,Astrocyte
Crbn,1.179422,0.5897849,NL2,Astrocyte
Cstf2t,-1.81574,0.2577396,NL2,Astrocyte
Trim9,1.358609,0.07541047,NL2,Astrocyte
Emc1,1.70233,0.1250304,NL2,Astrocyte
Myef2,-1.737734,0.003066994,NL2,Astrocyte
Scai,6.783489,0.09561394,NL2,Astrocyte
Ank2,-1.925698,0.001324572,NL2,Astrocyte
Elfn1,-3.494249,0.009814604,NL2,Astrocyte
Pde10a,-1.044449,0.5612326,NL2,Astrocyte
Pgm2l1,1.618302,0.01876409,NL2,Astrocyte
Castor2,-2.730923,0.09436026,NL2,Astrocyte
Nhsl1,-1.185053,0.3491487,NL2,Astrocyte
Iba57,-4.859686,0.08597991,NL2,Astrocyte
Immt,1.077822,0.3551055,NL2,Astrocyte
Acat2,-1.171761,0.1053992,NL2,Astrocyte
Wdr37,1.547077,0.03995418,NL2,Astrocyte
Abi1,1.24897,0.2432871,NL2,Astrocyte
Dctn4,-2.724582,0.01203518,NL2,Astrocyte
Synpo,-2.729011,0.02053373,NL2,Astrocyte
Vps53,-1.160233,0.4913839,NL2,Astrocyte
Prpf31,-2.965107,0.001046528,NL2,Astrocyte
Ufl1,-1.19265,0.4873727,NL2,Astrocyte
Amer2,-1.770132,0.0307216,NL2,Astrocyte
Bcas3,-1.994279,0.001689668,NL2,Astrocyte
Inpp5f,-1.698183,0.05069609,NL2,Astrocyte
Vcpip1,-3.534852,0.01266798,NL2,Astrocyte
Txnl1,1.128432,0.06716978,NL2,Astrocyte
Tab1,1.818494,0.04858599,NL2,Astrocyte
Scyl2,-2.013461,0.08763506,NL2,Astrocyte
Nedd4l,3.11021,0.03022434,NL2,Astrocyte
Wdr24,3.537263,0.003948378,NL2,Astrocyte
Akr7a2,-7.143754,0.04567746,NL2,Astrocyte
Tp53bp2,-3.973931,0.01059762,NL2,Astrocyte
Eprs1,-1.701231,0.0004661781,NL2,Astrocyte
Rgs12,-2.235518,0.2499545,NL2,Astrocyte
Wdr47,2.187386,0.01345509,NL2,Astrocyte
Tcerg1,-6.133035,0.0567907,NL2,Astrocyte
Gnal,2.323059,0.4861722,NL2,Astrocyte
Adgrb2,-1.447215,0.3437329,NL2,Astrocyte
Calcoco1,-3.441105,0.002928656,NL2,Astrocyte
Ogt,1.832707,0.0232825,NL2,Astrocyte
Cherp,-1.103838,0.5093376,NL2,Astrocyte
Sugp2,-6.584815,0.01071821,NL2,Astrocyte
Ccar1,-7.287438,0.002407081,NL2,Astrocyte
Nav1,-1.001077,0.964567,NL2,Astrocyte
Synj1,1.549937,0.07982769,NL2,Astrocyte
Rapgef2,1.753095,0.1320013,NL2,Astrocyte
Septin8,2.150982,0.008039707,NL2,Astrocyte
Pym1,-3.61456,0.1083576,NL2,Astrocyte
Fbxo4,1.418394,0.3183645,NL2,Astrocyte
Vps37a,-1.733381,0.1734117,NL2,Astrocyte
Ngef,-1.056351,0.6022267,NL2,Astrocyte
Epn2,-2.854918,0.00140967,NL2,Astrocyte
Rftn2,-1.086738,0.496088,NL2,Astrocyte
Pdlim5,-1.214704,0.2838991,NL2,Astrocyte
Steap3,-1.074456,0.6797167,NL2,Astrocyte
Vps50,-1.900836,0.2974102,NL2,Astrocyte
Pygb,-3.952903,5.347952e-05,NL2,Astrocyte
Osbpl11,2.988726,0.007526068,NL2,Astrocyte
Fermt2,1.234718,0.6447467,NL2,Astrocyte
Copa,-1.5479,0.001030892,NL2,Astrocyte
Prmt5,1.317148,0.1103224,NL2,Astrocyte
Pak2,-1.754756,0.02816945,NL2,Astrocyte
Dock3,-1.505822,0.204267,NL2,Astrocyte
Mical3,1.46182,0.07386014,NL2,Astrocyte
Plxnb1,1.077814,0.3131809,NL2,Astrocyte
Hmgcs1,-1.682229,0.06610405,NL2,Astrocyte
Rhot2,-6.6839,0.05627661,NL2,Astrocyte
Syn3,-1.014902,0.7957834,NL2,Astrocyte
Eif3b,-1.052974,0.5757571,NL2,Astrocyte
Slc4a8,-3.486207,0.1020605,NL2,Astrocyte
Slc25a1,1.604799,0.009728919,NL2,Astrocyte
Adgrl2,-4.113341,0.0115497,NL2,Astrocyte
Spata2,-2.755861,0.1050848,NL2,Astrocyte
Fnbp1l,-2.891289,0.147621,NL2,Astrocyte
Bclaf1,-6.703751,0.05277408,NL2,Astrocyte
Scamp1,1.188872,0.07437752,NL2,Astrocyte
Faim2,1.702242,0.1829809,NL2,Astrocyte
Gmds,-6.032346,0.08811371,NL2,Astrocyte
Gfm1,1.031116,0.6888576,NL2,Astrocyte
Tbc1d23,-6.878703,0.05832841,NL2,Astrocyte
Eipr1,-3.134803,0.1408223,NL2,Astrocyte
Arhgap18,-2.31878,0.1096296,NL2,Astrocyte
Phyhip,2.011767,0.02907551,NL2,Astrocyte
Rtn1,1.262635,0.1168688,NL2,Astrocyte
Katnal1,3.9763,0.09668478,NL2,Astrocyte
Hspa12a,2.018658,0.02738917,NL2,Astrocyte
Plekho2,-4.197109,0.04260214,NL2,Astrocyte
Kiaa0319l,-3.11623,0.1092526,NL2,Astrocyte
Pdxk,1.941153,0.04171122,NL2,Astrocyte
Cc2d1a,1.675062,0.04921234,NL2,Astrocyte
Alkbh3,-3.839863,0.02979051,NL2,Astrocyte
Tdrd7,1.063755,0.6930865,NL2,Astrocyte
Dnm1l,-3.831823,0.002918947,NL2,Astrocyte
Pnpla8,-2.327645,0.2103298,NL2,Astrocyte
Nek9,6.670309,0.004332813,NL2,Astrocyte
Wdr11,-3.927533,0.05800427,NL2,Astrocyte
Pacs1,1.351121,0.01223642,NL2,Astrocyte
Abcf3,1.058912,0.7264538,NL2,Astrocyte
Fn3krp,-4.021894,0.01951595,NL2,Astrocyte
Sdha,2.030916,0.01437633,NL2,Astrocyte
Hacd3,1.959477,0.006144692,NL2,Astrocyte
Edc3,-4.834546,0.0153295,NL2,Astrocyte
Rell1,-10.50568,0.00441571,NL2,Astrocyte
